latency_s,ok,start,end
0.15515225499984808,True,110366.561814774,110366.716967029
0.15406807299586944,True,110366.624591932,110366.778660005
0.15550547000020742,True,110366.687418615,110366.842924085
0.15364901100110728,True,110366.750112913,110366.903761924
0.15794016800646205,True,110366.812808312,110366.97074848
0.15324045899615157,True,110366.87506914,110367.028309599
0.15619520499603823,True,110366.936949961,110367.093145166
0.16658714499499183,True,110366.999901456,110367.166488601
0.10412096000800375,True,110367.062443779,110367.166564739
0.15745418499864172,True,110367.125287266,110367.282741451
0.1562015480012633,True,110367.187708824,110367.343910372
0.15467249500215985,True,110367.250223914,110367.404896409
0.1524030269938521,True,110367.312914815,110367.465317842
0.15639581499272026,True,110367.37510744,110367.531503255
0.15961890100152232,True,110367.437061583,110367.596680484
0.1531688199902419,True,110367.499454998,110367.652623818
0.1573553640046157,True,110367.562644925,110367.720000289
0.1555365889944369,True,110367.624846177,110367.780382766
0.15414901099575218,True,110367.687788365,110367.841937376
0.1559240399947157,True,110367.750147603,110367.906071643
0.15566532898810692,True,110367.812546668,110367.968211997
0.1515725270000985,True,110367.875102036,110368.026674563
0.1694366860028822,True,110367.937215208,110368.106651894
0.10676228800730314,True,110368.000317145,110368.107079433
0.15336727599787991,True,110368.063821462,110368.217188738
0.1583318769990001,True,110368.12622731,110368.284559187
0.15613839600700885,True,110368.187726131,110368.343864527
0.15509279000980314,True,110368.250328129,110368.405420919
0.15583113100728951,True,110368.312705903,110368.468537034
0.17020112900354434,True,110368.375025845,110368.545226974
0.10833910299697891,True,110368.437604549,110368.545943652
0.15301376099523623,True,110368.499696949,110368.65271071
0.15344363400072325,True,110368.562092718,110368.715536352
0.1555117810057709,True,110368.62473754,110368.780249321
0.1532767999888165,True,110368.687864656,110368.841141456
0.15641354900435545,True,110368.749631866,110368.906045415
0.15705544300726615,True,110368.812400047,110368.96945549
0.15237128500302788,True,110368.875295334,110369.027666619
0.15484176301106345,True,110368.937194751,110369.092036514
0.15399648499442264,True,110368.999600409,110369.153596894
0.15533540000615176,True,110369.062809814,110369.218145214
0.15409646899206564,True,110369.125290277,110369.279386746
0.10457882699847687,True,110369.25028039,110369.354859217
0.1671899939974537,True,110369.187744519,110369.354934513
0.15430853998987004,True,110369.312524374,110369.466832914
0.15450215501186904,True,110369.375078901,110369.529581056
0.15623475299798883,True,110369.437220437,110369.59345519
0.10165642299398314,True,110369.562724906,110369.664381329
0.16450024099322036,True,110369.499970833,110369.664471074
0.15488966499106027,True,110369.624590538,110369.779480203
0.1691948189982213,True,110369.68761266,110369.856807479
0.10693454100692179,True,110369.750317699,110369.85725224
0.154028846998699,True,110369.812618073,110369.96664692
0.15453590000106487,True,110369.876381923,110370.030917823
0.1522138209984405,True,110369.937078538,110370.089292359
0.15394036599900573,True,110369.999799257,110370.153739623
0.15443391300505027,True,110370.062062168,110370.216496081
0.16826803199364804,True,110370.124427278,110370.29269531
0.10614544300187845,True,110370.187883842,110370.294029285
0.1581725779979024,True,110370.249639751,110370.407812329
0.15531894699961413,True,110370.313169017,110370.468487964
0.1543495689984411,True,110370.374693587,110370.529043156
0.15514087201154325,True,110370.436990565,110370.592131437
0.15542381099658087,True,110370.499626128,110370.655049939
0.15423403499880806,True,110370.562192337,110370.716426372
0.16924154899606947,True,110370.625494082,110370.794735631
0.1079491179989418,True,110370.687206847,110370.795155965
0.15525851100392174,True,110370.749588308,110370.904846819
0.11148333699384239,True,110370.87477397,110370.986257307
0.17445847899944056,True,110370.812296813,110370.986755292
0.15410921299189795,True,110370.936992545,110371.091101758
0.1671031639998546,True,110371.00088281,110371.167985974
0.10613306899904273,True,110371.062332966,110371.168466035
0.15742106099787634,True,110371.125244194,110371.282665255
0.16977547299757134,True,110371.187601348,110371.357376821
0.10767358499288093,True,110371.250144923,110371.357818508
0.15613925700017717,True,110371.31280782,110371.468947077
0.15350720699643716,True,110371.374968352,110371.528475559
0.16687789800926112,True,110371.437657961,110371.604535859
0.10431260100449435,True,110371.500300217,110371.604612818
