6 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
8 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220952, 2 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
6 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
4 %, 0 %, 40960 MiB, 30800 MiB, 9527 MiB
10 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220953, 1 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
7 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
8 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
2 %, 0 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220953, 4 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
3 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
10 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
6 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220953, 1 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
6 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
4 %, 0 %, 40960 MiB, 30800 MiB, 9527 MiB
4 %, 0 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220954, 7 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
4 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
5 %, 0 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220955, 7 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
1 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
6 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220955, 5 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
3 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
8 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
2 %, 0 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220956, 4 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
5 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
8 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
8 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220956, 1 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
6 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
6 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220957, 8 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
13 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
10 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
17 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220958, 12 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
14 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
17 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220958, 12 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
6 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
12 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
17 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220958, 13 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
22 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220958, 14 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
7 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
14 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
18 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220959, 9 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
10 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
10 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
16 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220959, 6 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
13 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
11 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
26 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220959, 9 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
17 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
15 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220959, 10 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
7 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
14 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
22 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220960, 7 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
14 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
9 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
23 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220960, 11 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
7 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
6 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
14 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220960, 13 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
10 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
23 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
9 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220960, 9 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
12 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
13 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220960, 13 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
4 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
4 %, 0 %, 40960 MiB, 30800 MiB, 9527 MiB
22 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220961, 13 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
10 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
13 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220961, 14 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
5 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
11 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
19 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220961, 9 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
9 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
14 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
10 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220962, 11 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
7 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
12 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
13 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220962, 5 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
11 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
20 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
12 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220962, 5 %, 0 %, 40960 MiB, 32390 MiB, 7937 MiB
8 %, 0 %, 40960 MiB, 32388 MiB, 7939 MiB
12 %, 1 %, 40960 MiB, 30800 MiB, 9527 MiB
20 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220962, 19 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
23 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
32 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
29 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220963, 28 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
28 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
27 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
34 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220963, 17 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
22 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
33 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
30 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220963, 28 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
22 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
27 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
35 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220963, 22 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
26 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
35 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
30 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220964, 32 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
17 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
35 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
26 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220964, 33 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
19 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
23 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
41 %, 3 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220964, 18 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
19 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
23 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
36 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220964, 25 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
28 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
39 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
29 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220965, 25 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
15 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
34 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
32 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220965, 28 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
33 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
31 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
25 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220965, 29 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
18 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
28 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
34 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220965, 36 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
23 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
20 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
22 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220966, 22 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
26 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
29 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
39 %, 3 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220966, 21 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
37 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
30 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
29 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220966, 25 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
24 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
30 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
32 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220966, 21 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
35 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
25 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
37 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220967, 35 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
23 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
22 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
47 %, 3 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220967, 30 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
33 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
50 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
26 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220967, 23 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
25 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
16 %, 2 %, 40960 MiB, 30800 MiB, 9527 MiB
19 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220967, 32 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
40 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
44 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
20 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220968, 69 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
60 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
52 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
77 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220968, 48 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
51 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
68 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
52 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220968, 59 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
53 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
54 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
65 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220968, 63 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
55 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
61 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
68 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220969, 45 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
62 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
46 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
67 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220969, 51 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
50 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
38 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
81 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220969, 52 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
40 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
60 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
59 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220969, 71 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
59 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
68 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
63 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220970, 69 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
50 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
67 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
63 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220970, 52 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
53 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
60 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
73 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220970, 43 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
45 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
53 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
37 %, 3 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220970, 70 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
63 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
77 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
56 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220971, 40 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
68 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
62 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
76 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220971, 53 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
58 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
51 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
59 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220971, 56 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
68 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
72 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
66 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220971, 50 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
63 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
61 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
56 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220972, 38 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
35 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
34 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
18 %, 1 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220972, 42 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
50 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
74 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
80 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220972, 62 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
75 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
78 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
71 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220972, 26 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
24 %, 1 %, 40960 MiB, 32388 MiB, 7939 MiB
38 %, 3 %, 40960 MiB, 30800 MiB, 9527 MiB
43 %, 3 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220973, 77 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
70 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
63 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
77 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220973, 50 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
78 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
79 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
78 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220973, 61 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
74 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
78 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
87 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220973, 69 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
63 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
68 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
82 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220974, 69 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
66 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
72 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
71 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220974, 63 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
59 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
81 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
73 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220974, 74 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
71 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
83 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
86 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220974, 76 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
71 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
72 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
72 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220975, 58 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
59 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
70 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
56 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220975, 48 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
51 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
50 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
55 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220975, 68 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
78 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
77 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
74 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220975, 65 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
75 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
65 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
91 %, 7 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220976, 65 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
69 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
70 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
86 %, 7 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220976, 71 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
75 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
77 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
87 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220976, 79 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
63 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
74 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
77 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220976, 61 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
72 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
73 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
78 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220977, 59 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
39 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
44 %, 4 %, 40960 MiB, 30800 MiB, 9527 MiB
71 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220977, 42 %, 1 %, 40960 MiB, 32390 MiB, 7937 MiB
67 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
75 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
28 %, 2 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220977, 58 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
76 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
86 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
78 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220977, 72 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
60 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
79 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
55 %, 4 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220978, 53 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
60 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
78 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
82 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220978, 56 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
82 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
80 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
77 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220978, 71 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
59 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
73 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
81 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220978, 74 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
49 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
63 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
98 %, 7 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220979, 72 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
65 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
66 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
84 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220979, 74 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
79 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
82 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
84 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220979, 77 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
71 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
75 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
84 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220980, 93 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
67 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
82 %, 7 %, 40960 MiB, 30800 MiB, 9527 MiB
77 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220980, 82 %, 3 %, 40960 MiB, 32390 MiB, 7937 MiB
71 %, 3 %, 40960 MiB, 32388 MiB, 7939 MiB
76 %, 6 %, 40960 MiB, 30800 MiB, 9527 MiB
79 %, 5 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220980, 66 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
60 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
66 %, 5 %, 40960 MiB, 30800 MiB, 9527 MiB
89 %, 6 %, 40960 MiB, 31224 MiB, 9103 MiB
1766220980, 60 %, 2 %, 40960 MiB, 32390 MiB, 7937 MiB
49 %, 2 %, 40960 MiB, 32388 MiB, 7939 MiB
