latency_s,ok,start,end
0.13516766000248026,True,110783.811449374,110783.946617034
0.1551061099889921,True,110783.812188216,110783.967294326
0.15562164899893105,True,110783.812787678,110783.968409327
0.152943768989644,True,110783.815519191,110783.96846296
0.1546002800023416,True,110783.813911395,110783.968511675
0.1526985040109139,True,110783.815857246,110783.96855575
0.1678844330017455,True,110783.814921884,110783.982806317
0.1695209449972026,True,110783.813355909,110783.982876854
0.18161680700723082,True,110783.814308184,110783.995924991
0.21252663900668267,True,110783.817398253,110784.029924892
0.20759240600455087,True,110783.823645039,110784.031237445
0.21534048199828248,True,110783.816438954,110784.031779436
0.21273147700412665,True,110783.820375452,110784.033106929
0.20921399899816606,True,110783.82564748,110784.034861479
0.22138560700113885,True,110783.816868286,110784.038253893
0.22698672200203873,True,110783.821477388,110784.04846411
0.23111668499768712,True,110783.817985551,110784.049102236
0.228047135999077,True,110783.823181461,110784.051228597
0.2357519979996141,True,110783.818816712,110784.05456871
0.22672881100152154,True,110783.828416827,110784.055145638
0.23317953301011585,True,110783.822037193,110784.055216726
0.22815001700655557,True,110783.827111286,110784.055261303
0.23603247200662736,True,110783.826114014,110784.062146486
0.2396153250010684,True,110783.822596788,110784.062212113
0.23814066700288095,True,110783.82412021,110784.062260877
0.23963095599901862,True,110783.832295383,110784.071926339
0.24263720199814998,True,110783.829394471,110784.072031673
0.25253497299854644,True,110783.819577316,110784.072112289
0.25134282300132327,True,110783.820837558,110784.072180381
0.26140310999471694,True,110783.820011938,110784.081415048
0.25022179100778885,True,110783.831258764,110784.081480555
0.26351739700476173,True,110783.848417637,110784.111935034
0.2714433669898426,True,110783.841567783,110784.11301115
0.2798339079890866,True,110783.834783775,110784.114617683
0.27155106600548606,True,110783.843139138,110784.114690204
0.2817569439939689,True,110783.835779315,110784.117536259
0.2969163119996665,True,110783.842592599,110784.139508911
0.3066457279928727,True,110783.833290301,110784.139936029
0.3093019960069796,True,110783.831779934,110784.14108193
0.2971421810070751,True,110783.847934921,110784.145077102
0.31625688399071805,True,110783.828875435,110784.145132319
0.3060615050053457,True,110783.843889172,110784.149950677
0.325360687013017,True,110783.824661168,110784.150021855
0.31042900000466034,True,110783.840556192,110784.150985192
0.3284595419972902,True,110783.835342288,110784.16380183
0.32769038098922465,True,110783.836738494,110784.164428875
0.33447320701088756,True,110783.834264058,110784.168737265
0.3278640680073295,True,110783.841077052,110784.16894112
0.3457133499905467,True,110783.827688224,110784.173401574
0.34834681400388945,True,110783.825108224,110784.173455038
0.32616480499564204,True,110783.847339438,110784.173504243
0.3357118569983868,True,110783.837836872,110784.173548729
0.328153630005545,True,110783.845437171,110784.173590801
0.3547351029992569,True,110783.838902147,110784.19363725
0.3621004669985268,True,110783.832746708,110784.194847175
0.36878508199879434,True,110783.826606077,110784.195391159
0.36746583599597216,True,110783.830356926,110784.197822762
0.3572952349932166,True,110783.842048795,110784.19934403
0.3639855100045679,True,110783.837240086,110784.201225596
0.3623547489987686,True,110783.839427335,110784.201782084
0.37466780201066285,True,110783.829913898,110784.2045817
0.36093996799900196,True,110783.844928766,110784.205868734
0.39012983700376935,True,110783.818376559,110784.208506396
0.3810514439974213,True,110783.830783593,110784.211835037
0.38085593600408174,True,110783.849357538,110784.230213474
0.37416901599499397,True,110783.856774132,110784.230943148
0.37253646200406365,True,110783.86300666,110784.235543122
0.3977780279965373,True,110783.838308577,110784.236086605
0.40322764999291394,True,110783.833758519,110784.236986169
0.4017505980009446,True,110783.83623618,110784.237986778
0.376749347007717,True,110783.864462972,110784.241212319
0.3819293349952204,True,110783.859338872,110784.241268207
0.4018576850066893,True,110783.840025464,110784.241883149
0.3925810770015232,True,110783.851301366,110784.243882443
0.38009544998931233,True,110783.864183451,110784.244278901
0.39943791599944234,True,110783.850767461,110784.250205377
0.4329831649956759,True,110783.844441512,110784.277424677
0.43384465501003433,True,110783.846832645,110784.2806773
0.25106057499942835,True,110784.029978506,110784.281039081
0.42155714199179783,True,110783.860957779,110784.282514921
0.4308218770020176,True,110783.854299185,110784.285121062
0.4170690140017541,True,110783.868105041,110784.285174055
0.4394103609956801,True,110783.845945436,110784.285355797
0.4371300920029171,True,110783.848860555,110784.285990647
0.25113972899271175,True,110784.034895645,110784.286035374
0.4278058720083209,True,110783.863459498,110784.29126537
0.2606489669997245,True,110784.031336668,110784.291985635
0.25571348299854435,True,110784.038285915,110784.293999398
0.4654611570003908,True,110783.867615161,110784.333076318
0.483367257998907,True,110783.850305345,110784.333672603
0.475121206996846,True,110783.860451328,110784.335572535
0.47316167000099085,True,110783.864798783,110784.337960453
